id,year,stage,team,match_num,score,point,goal,win,point_last,goal_last,score_last,win_last,rank_last
14952,2013,Ｊ１,柏レイソル,13,2,0,-3,0,17,0,18,6,10
14946,2013,Ｊ１,ベガルタ仙台,13,0,0,-3,1,17,3,16,5,11
14950,2013,Ｊ１,ＦＣ東京,13,2,0,-3,1,19,3,22,8,12
14951,2013,Ｊ１,セレッソ大阪,13,2,3,3,1,20,9,17,3,13
14944,2013,Ｊ１,サンフレッチェ広島,13,2,3,3,0,21,9,20,4,14
14950,2013,Ｊ１,鹿島アントラーズ,13,3,3,3,1,22,12,18,6,15
14952,2013,Ｊ１,浦和レッズ,13,6,3,3,0,24,15,23,6,16
14948,2013,Ｊ１,横浜Ｆ・マリノス,13,1,3,3,0,24,15,24,6,17
14945,2013,Ｊ１,大宮アルディージャ,13,3,3,3,0,29,24,22,5,18
14958,2013,Ｊ１,大分トリニータ,14,1,1,0,0,7,-21,14,3,1
14960,2013,Ｊ１,ジュビロ磐田,14,2,1,0,0,7,-21,16,5,2
14955,2013,Ｊ１,湘南ベルマーレ,14,0,1,0,0,9,-18,11,8,3
14956,2013,Ｊ１,サガン鳥栖,14,1,1,0,0,10,-15,20,3,4
14961,2013,Ｊ１,名古屋グランパス,14,2,3,3,1,12,-12,15,7,5
14959,2013,Ｊ１,アルビレックス新潟,14,3,3,3,1,14,-9,15,4,6
14953,2013,Ｊ１,ヴァンフォーレ甲府,14,0,0,-3,0,14,-6,12,3,7
14959,2013,Ｊ１,柏レイソル,14,2,0,-3,1,17,-3,20,6,8
14955,2013,Ｊ１,ベガルタ仙台,14,0,1,0,0,17,0,16,6,9
14961,2013,Ｊ１,清水エスパルス,14,1,0,-3,1,18,0,13,3,10
14954,2013,Ｊ１,ＦＣ東京,14,0,0,-3,0,19,0,24,9,11
14957,2013,Ｊ１,川崎フロンターレ,14,4,3,3,1,19,3,25,7,12
14960,2013,Ｊ１,セレッソ大阪,14,2,1,0,0,23,12,19,4,13
14954,2013,Ｊ１,サンフレッチェ広島,14,1,3,3,0,24,12,22,4,14
14957,2013,Ｊ１,鹿島アントラーズ,14,2,0,-3,1,25,15,21,7,15
14958,2013,Ｊ１,横浜Ｆ・マリノス,14,1,1,0,0,27,18,25,6,16
14953,2013,Ｊ１,浦和レッズ,14,1,3,3,0,27,18,29,6,17
14956,2013,Ｊ１,大宮アルディージャ,14,1,1,0,0,32,27,25,5,18
14969,2013,Ｊ１,大分トリニータ,15,0,0,-3,0,8,-21,15,3,1
14965,2013,Ｊ１,ジュビロ磐田,15,2,3,3,1,8,-21,18,5,2
14964,2013,Ｊ１,湘南ベルマーレ,15,1,0,-3,0,10,-18,11,8,3
14968,2013,Ｊ１,サガン鳥栖,15,2,3,3,1,11,-15,21,3,4
14968,2013,Ｊ１,ヴァンフォーレ甲府,15,1,0,-3,1,14,-9,12,3,5
14963,2013,Ｊ１,名古屋グランパス,15,1,0,-3,1,15,-9,17,8,6
14965,2013,Ｊ１,アルビレックス新潟,15,1,0,-3,1,17,-6,18,5,7
14964,2013,Ｊ１,柏レイソル,15,2,3,3,0,17,-6,22,7,8
14962,2013,Ｊ１,清水エスパルス,15,1,0,-3,1,18,-3,14,4,9
14969,2013,Ｊ１,ベガルタ仙台,15,1,3,3,0,18,0,16,6,10
14970,2013,Ｊ１,ＦＣ東京,15,2,1,0,0,19,-3,24,9,11
14967,2013,Ｊ１,川崎フロンターレ,15,2,0,-3,1,22,6,29,8,12
14966,2013,Ｊ１,セレッソ大阪,15,2,3,3,1,24,12,21,4,13
14962,2013,Ｊ１,鹿島アントラーズ,15,3,3,3,1,25,12,23,8,14
14967,2013,Ｊ１,サンフレッチェ広島,15,4,3,3,1,27,15,23,4,15
14966,2013,Ｊ１,横浜Ｆ・マリノス,15,1,0,-3,1,28,18,26,6,16
14970,2013,Ｊ１,浦和レッズ,15,2,1,0,0,30,21,30,6,17
14963,2013,Ｊ１,大宮アルディージャ,15,2,3,3,1,33,27,26,5,18
14971,2013,Ｊ１,大分トリニータ,16,1,0,-3,1,8,-24,15,3,1
14972,2013,Ｊ１,湘南ベルマーレ,16,1,3,3,0,10,-21,12,8,2
14973,2013,Ｊ１,ジュビロ磐田,16,1,1,0,0,11,-18,20,6,3
14972,2013,Ｊ１,ヴァンフォーレ甲府,16,0,0,-3,0,14,-12,13,4,4
14978,2013,Ｊ１,サガン鳥栖,16,2,0,-3,1,14,-12,23,4,5
14978,2013,Ｊ１,名古屋グランパス,16,3,3,3,1,15,-12,18,9,6
14977,2013,Ｊ１,アルビレックス新潟,16,0,0,-3,0,17,-9,19,6,7
14971,2013,Ｊ１,清水エスパルス,16,3,3,3,1,18,-6,15,5,8
14974,2013,Ｊ１,柏レイソル,16,2,3,3,1,20,-3,24,7,9
14977,2013,Ｊ１,ＦＣ東京,16,3,3,3,0,20,-3,26,9,10
14973,2013,Ｊ１,ベガルタ仙台,16,1,1,0,0,21,3,17,6,11
14975,2013,Ｊ１,川崎フロンターレ,16,4,3,3,1,22,3,31,9,12
14979,2013,Ｊ１,セレッソ大阪,16,0,0,-3,1,27,15,23,5,13
14976,2013,Ｊ１,横浜Ｆ・マリノス,16,2,3,3,1,28,15,27,7,14
14974,2013,Ｊ１,鹿島アントラーズ,16,1,0,-3,1,28,15,26,9,15
14979,2013,Ｊ１,サンフレッチェ広島,16,1,3,3,1,30,18,27,5,16
14975,2013,Ｊ１,浦和レッズ,16,0,0,-3,1,31,21,32,6,17
14976,2013,Ｊ１,大宮アルディージャ,16,1,0,-3,1,36,30,28,6,18
14987,2013,Ｊ１,大分トリニータ,17,1,0,-3,0,8,-27,16,4,1
14981,2013,Ｊ１,ジュビロ磐田,17,1,1,0,0,12,-18,21,6,2
14985,2013,Ｊ１,湘南ベルマーレ,17,0,0,-3,0,13,-18,13,8,3
14988,2013,Ｊ１,ヴァンフォーレ甲府,17,1,0,-3,1,14,-15,13,4,4
14986,2013,Ｊ１,サガン鳥栖,17,1,0,-3,1,14,-15,25,5,5
14985,2013,Ｊ１,アルビレックス新潟,17,2,3,3,0,17,-12,19,6,6
14987,2013,Ｊ１,名古屋グランパス,17,2,3,3,0,18,-9,21,10,7
14984,2013,Ｊ１,清水エスパルス,17,2,1,0,0,21,-3,18,6,8
14980,2013,Ｊ１,ベガルタ仙台,17,0,0,-3,0,22,3,18,6,9
14984,2013,Ｊ１,柏レイソル,17,2,1,0,0,23,0,26,8,10
14988,2013,Ｊ１,ＦＣ東京,17,4,3,3,1,23,0,29,9,11
14983,2013,Ｊ１,川崎フロンターレ,17,3,3,3,0,25,6,35,10,12
14986,2013,Ｊ１,セレッソ大阪,17,4,3,3,1,27,12,23,6,13
14981,2013,Ｊ１,鹿島アントラーズ,17,1,1,0,0,28,12,27,10,14
14982,2013,Ｊ１,浦和レッズ,17,2,0,-3,0,31,18,32,7,15
14982,2013,Ｊ１,横浜Ｆ・マリノス,17,3,3,3,0,31,18,29,8,16
14980,2013,Ｊ１,サンフレッチェ広島,17,2,3,3,0,33,21,28,6,17
14983,2013,Ｊ１,大宮アルディージャ,17,2,0,-3,0,36,27,29,7,18
14995,2013,Ｊ１,大分トリニータ,18,2,0,-3,1,8,-30,17,4,1
14989,2013,Ｊ１,湘南ベルマーレ,18,2,3,3,0,13,-21,13,8,2
14993,2013,Ｊ１,ジュビロ磐田,18,1,0,-3,0,13,-18,22,6,3
14990,2013,Ｊ１,ヴァンフォーレ甲府,18,0,0,-3,0,14,-18,14,5,4
14995,2013,Ｊ１,サガン鳥栖,18,3,3,3,1,14,-18,26,6,5
14991,2013,Ｊ１,アルビレックス新潟,18,1,3,3,1,20,-9,21,6,6
14997,2013,Ｊ１,名古屋グランパス,18,3,3,3,1,21,-6,23,10,7
14992,2013,Ｊ１,清水エスパルス,18,0,1,0,0,22,-3,20,6,8
14990,2013,Ｊ１,ベガルタ仙台,18,1,3,3,0,22,0,18,6,9
14996,2013,Ｊ１,柏レイソル,18,1,1,0,0,24,0,28,8,10
14992,2013,Ｊ１,ＦＣ東京,18,0,1,0,0,26,3,33,10,11
14989,2013,Ｊ１,川崎フロンターレ,18,1,0,-3,0,28,9,38,10,12
14997,2013,Ｊ１,鹿島アントラーズ,18,1,0,-3,1,29,12,28,10,13
14991,2013,Ｊ１,セレッソ大阪,18,0,0,-3,1,30,15,27,7,14
14993,2013,Ｊ１,浦和レッズ,18,2,3,3,0,31,15,34,7,15
14996,2013,Ｊ１,横浜Ｆ・マリノス,18,1,1,0,0,34,21,32,8,16
14994,2013,Ｊ１,サンフレッチェ広島,18,3,3,3,1,36,24,30,6,17
14994,2013,Ｊ１,大宮アルディージャ,18,1,0,-3,1,36,24,31,7,18
15002,2013,Ｊ１,大分トリニータ,19,0,0,-3,1,8,-33,19,5,1
15005,2013,Ｊ１,ジュビロ磐田,19,2,0,-3,0,13,-21,23,6,2
15006,2013,Ｊ１,ヴァンフォーレ甲府,19,1,3,3,0,14,-21,14,5,3
15003,2013,Ｊ１,湘南ベルマーレ,19,1,0,-3,0,16,-18,15,8,4
15001,2013,Ｊ１,サガン鳥栖,19,1,0,-3,1,17,-15,29,7,5
15004,2013,Ｊ１,アルビレックス新潟,19,3,3,3,1,23,-6,22,7,6
15004,2013,Ｊ１,清水エスパルス,19,1,0,-3,1,23,-3,20,6,7
15005,2013,Ｊ１,名古屋グランパス,19,3,3,3,0,24,-3,26,11,8
15001,2013,Ｊ１,柏レイソル,19,2,3,3,1,25,0,29,8,9
15000,2013,Ｊ１,ベガルタ仙台,19,2,3,3,1,25,3,19,6,10
15002,2013,Ｊ１,ＦＣ東京,19,2,3,3,1,27,3,33,10,11
15000,2013,Ｊ１,川崎フロンターレ,19,1,0,-3,1,28,6,39,10,12
14999,2013,Ｊ１,鹿島アントラーズ,19,1,3,3,1,29,9,29,11,13
15006,2013,Ｊ１,セレッソ大阪,19,0,0,-3,0,30,12,27,8,14
14998,2013,Ｊ１,浦和レッズ,19,3,3,3,1,34,18,36,7,15
15003,2013,Ｊ１,横浜Ｆ・マリノス,19,2,3,3,0,35,21,33,8,16
14999,2013,Ｊ１,大宮アルディージャ,19,0,0,-3,1,36,21,32,8,17
14998,2013,Ｊ１,サンフレッチェ広島,19,1,0,-3,1,39,27,33,7,18
15015,2013,Ｊ１,大分トリニータ,20,0,1,0,0,8,-36,19,6,1
15014,2013,Ｊ１,ジュビロ磐田,20,1,0,-3,1,13,-24,25,6,2
15007,2013,Ｊ１,湘南ベルマーレ,20,1,0,-3,1,16,-21,16,8,3
15008,2013,Ｊ１,ヴァンフォーレ甲府,20,1,1,0,0,17,-18,15,5,4
15012,2013,Ｊ１,サガン鳥栖,20,1,0,-3,1,17,-18,30,8,5
15007,2013,Ｊ１,清水エスパルス,20,3,3,3,1,23,-6,21,7,6
15008,2013,Ｊ１,アルビレックス新潟,20,1,1,0,0,26,-3,25,8,7
15013,2013,Ｊ１,名古屋グランパス,20,2,3,3,1,27,0,29,11,8
15015,2013,Ｊ１,柏レイソル,20,0,1,0,0,28,3,31,9,9
15011,2013,Ｊ１,川崎フロンターレ,20,2,1,0,0,28,3,40,11,10
15009,2013,Ｊ１,ベガルタ仙台,20,2,3,3,1,28,6,21,7,11
15011,2013,Ｊ１,ＦＣ東京,20,2,1,0,0,30,6,35,11,12
15010,2013,Ｊ１,セレッソ大阪,20,3,3,3,0,30,9,27,8,13
15009,2013,Ｊ１,鹿島アントラーズ,20,1,0,-3,1,32,12,30,12,14
15010,2013,Ｊ１,大宮アルディージャ,20,0,0,-3,0,36,18,32,9,15
15013,2013,Ｊ１,浦和レッズ,20,0,0,-3,1,37,21,39,8,16
15012,2013,Ｊ１,横浜Ｆ・マリノス,20,2,3,3,1,38,24,35,8,17
15014,2013,Ｊ１,サンフレッチェ広島,20,2,3,3,1,39,24,34,8,18
15022,2013,Ｊ１,大分トリニータ,21,3,0,-3,1,9,-36,19,6,1
15019,2013,Ｊ１,ジュビロ磐田,21,1,1,0,0,13,-27,26,7,2
15019,2013,Ｊ１,湘南ベルマーレ,21,1,1,0,0,16,-24,17,9,3
15021,2013,Ｊ１,サガン鳥栖,21,2,3,3,1,17,-21,31,9,4
15018,2013,Ｊ１,ヴァンフォーレ甲府,21,1,0,-3,0,18,-18,16,5,5
15020,2013,Ｊ１,清水エスパルス,21,1,0,-3,1,26,-3,24,8,6
15016,2013,Ｊ１,アルビレックス新潟,21,0,0,-3,1,27,-3,26,8,7
15023,2013,Ｊ１,柏レイソル,21,0,1,0,0,29,3,31,9,8
15018,2013,Ｊ１,川崎フロンターレ,21,3,3,3,0,29,3,42,11,9
15024,2013,Ｊ１,名古屋グランパス,21,1,1,0,0,30,3,31,12,10
15017,2013,Ｊ１,ＦＣ東京,21,0,0,-3,0,31,6,37,11,11
15023,2013,Ｊ１,ベガルタ仙台,21,0,1,0,0,31,9,23,8,12
15016,2013,Ｊ１,鹿島アントラーズ,21,1,3,3,1,32,9,31,13,13
15020,2013,Ｊ１,セレッソ大阪,21,4,3,3,1,33,12,30,8,14
15021,2013,Ｊ１,大宮アルディージャ,21,1,0,-3,1,36,15,32,9,15
15022,2013,Ｊ１,浦和レッズ,21,4,3,3,1,37,18,39,9,16
15017,2013,Ｊ１,横浜Ｆ・マリノス,21,2,3,3,0,41,27,37,9,17
15024,2013,Ｊ１,サンフレッチェ広島,21,1,1,0,0,42,27,36,9,18
15033,2013,Ｊ１,大分トリニータ,22,1,1,0,0,9,-39,22,7,1
15030,2013,Ｊ１,ジュビロ磐田,22,0,1,0,0,14,-27,27,7,2
15028,2013,Ｊ１,湘南ベルマーレ,22,1,0,-3,0,17,-24,18,9,3
15028,2013,Ｊ１,ヴァンフォーレ甲府,22,2,3,3,0,18,-21,17,5,4
15032,2013,Ｊ１,サガン鳥栖,22,1,3,3,1,20,-18,33,10,5
15025,2013,Ｊ１,清水エスパルス,22,0,0,-3,0,26,-6,25,9,6
15029,2013,Ｊ１,アルビレックス新潟,22,2,3,3,1,27,-6,26,9,7
15027,2013,Ｊ１,柏レイソル,22,3,3,3,0,30,3,31,9,8
15030,2013,Ｊ１,ＦＣ東京,22,0,1,0,0,31,3,37,11,9
15031,2013,Ｊ１,名古屋グランパス,22,1,1,0,0,31,3,32,12,10
15029,2013,Ｊ１,川崎フロンターレ,22,1,0,-3,1,32,6,45,11,11
15032,2013,Ｊ１,ベガルタ仙台,22,0,0,-3,1,32,9,23,8,12
15026,2013,Ｊ１,鹿島アントラーズ,22,2,3,3,1,35,12,32,14,13
15027,2013,Ｊ１,大宮アルディージャ,22,2,0,-3,0,36,12,33,10,14
15031,2013,Ｊ１,セレッソ大阪,22,1,1,0,0,36,15,34,9,15
15025,2013,Ｊ１,浦和レッズ,22,2,3,3,0,40,21,43,10,16
15033,2013,Ｊ１,サンフレッチェ広島,22,1,1,0,0,43,27,37,9,17
15026,2013,Ｊ１,横浜Ｆ・マリノス,22,1,0,-3,1,44,30,39,9,18
15041,2013,Ｊ１,大分トリニータ,23,1,0,-3,1,10,-39,23,7,1
15039,2013,Ｊ１,ジュビロ磐田,23,2,0,-3,1,15,-27,27,7,2
15035,2013,Ｊ１,湘南ベルマーレ,23,2,0,-3,1,17,-27,19,9,3
15038,2013,Ｊ１,ヴァンフォーレ甲府,23,2,3,3,1,21,-18,19,5,4
15036,2013,Ｊ１,サガン鳥栖,23,3,3,3,0,23,-15,34,11,5
15040,2013,Ｊ１,清水エスパルス,23,4,3,3,1,26,-9,25,9,6
15039,2013,Ｊ１,アルビレックス新潟,23,4,3,3,1,30,-3,28,10,7
15036,2013,Ｊ１,ＦＣ東京,23,2,0,-3,0,32,3,37,11,8
15041,2013,Ｊ１,名古屋グランパス,23,2,3,3,1,32,3,33,12,9
15037,2013,Ｊ１,川崎フロンターレ,23,2,3,3,1,32,3,46,12,10
15034,2013,Ｊ１,ベガルタ仙台,23,1,1,0,0,32,6,23,9,11
15035,2013,Ｊ１,柏レイソル,23,5,3,3,1,33,6,34,9,12
15037,2013,Ｊ１,大宮アルディージャ,23,1,0,-3,1,36,9,35,10,13
15034,2013,Ｊ１,セレッソ大阪,23,1,1,0,0,37,15,35,9,14
15040,2013,Ｊ１,鹿島アントラーズ,23,3,0,-3,1,38,15,34,15,15
15042,2013,Ｊ１,浦和レッズ,23,0,0,-3,1,43,24,45,10,16
15038,2013,Ｊ１,サンフレッチェ広島,23,0,0,-3,1,44,27,38,9,17
15042,2013,Ｊ１,横浜Ｆ・マリノス,23,3,3,3,1,44,27,40,10,18
15051,2013,Ｊ１,大分トリニータ,24,2,0,-3,0,10,-42,24,8,1
15047,2013,Ｊ１,ジュビロ磐田,24,1,1,0,0,15,-30,29,8,2
15046,2013,Ｊ１,湘南ベルマーレ,24,3,3,3,1,17,-30,21,10,3
15047,2013,Ｊ１,ヴァンフォーレ甲府,24,1,1,0,0,24,-15,21,6,4
15050,2013,Ｊ１,サガン鳥栖,24,1,1,0,0,26,-12,37,11,5
15051,2013,Ｊ１,清水エスパルス,24,3,3,3,0,29,-6,29,10,6
15049,2013,Ｊ１,ＦＣ東京,24,2,3,3,0,32,0,39,11,7
15043,2013,Ｊ１,アルビレックス新潟,24,0,0,-3,1,33,0,32,11,8
15046,2013,Ｊ１,ベガルタ仙台,24,2,0,-3,1,33,6,24,9,9
15050,2013,Ｊ１,名古屋グランパス,24,1,1,0,0,35,6,35,13,10
15048,2013,Ｊ１,川崎フロンターレ,24,0,1,0,0,35,6,48,13,11
15045,2013,Ｊ１,大宮アルディージャ,24,1,3,3,1,36,6,36,11,12
15044,2013,Ｊ１,柏レイソル,24,1,0,-3,1,36,9,39,10,13
15044,2013,Ｊ１,鹿島アントラーズ,24,3,3,3,1,38,12,37,16,14
15048,2013,Ｊ１,セレッソ大阪,24,0,1,0,0,38,15,36,9,15
15043,2013,Ｊ１,浦和レッズ,24,1,3,3,1,43,21,45,11,16
15049,2013,Ｊ１,サンフレッチェ広島,24,1,0,-3,0,44,24,38,10,17
15045,2013,Ｊ１,横浜Ｆ・マリノス,24,0,0,-3,1,47,30,43,11,18
15058,2013,Ｊ１,大分トリニータ,25,0,0,-3,1,10,-45,26,8,1
15052,2013,Ｊ１,ジュビロ磐田,25,3,3,3,0,16,-30,30,8,2
15057,2013,Ｊ１,湘南ベルマーレ,25,0,0,-3,1,20,-27,24,11,3
15054,2013,Ｊ１,ヴァンフォーレ甲府,25,3,3,3,1,25,-15,22,6,4
15057,2013,Ｊ１,サガン鳥栖,25,1,3,3,1,27,-12,38,11,5
15056,2013,Ｊ１,清水エスパルス,25,2,3,3,1,32,-3,32,10,6
15055,2013,Ｊ１,アルビレックス新潟,25,1,3,3,1,33,-3,32,12,7
15058,2013,Ｊ１,ベガルタ仙台,25,6,3,3,1,33,3,26,10,8
15059,2013,Ｊ１,ＦＣ東京,25,3,3,3,1,35,3,41,11,9
15052,2013,Ｊ１,柏レイソル,25,1,0,-3,0,36,6,40,11,10
15056,2013,Ｊ１,名古屋グランパス,25,1,0,-3,1,36,6,36,13,11
15060,2013,Ｊ１,川崎フロンターレ,25,2,3,3,1,36,6,48,13,12
15055,2013,Ｊ１,大宮アルディージャ,25,0,0,-3,1,39,9,37,12,13
15053,2013,Ｊ１,セレッソ大阪,25,1,1,0,0,39,15,36,9,14
15054,2013,Ｊ１,鹿島アントラーズ,25,0,0,-3,1,41,15,40,17,15
15060,2013,Ｊ１,サンフレッチェ広島,25,0,0,-3,1,44,21,39,10,16
15059,2013,Ｊ１,浦和レッズ,25,2,0,-3,1,46,24,46,12,17
15053,2013,Ｊ１,横浜Ｆ・マリノス,25,1,1,0,0,47,27,43,12,18
15065,2013,Ｊ１,大分トリニータ,26,1,0,-3,0,10,-48,26,9,1
15063,2013,Ｊ１,ジュビロ磐田,26,2,0,-3,0,19,-27,33,8,2
15065,2013,Ｊ１,湘南ベルマーレ,26,2,3,3,0,20,-30,24,12,3
15066,2013,Ｊ１,ヴァンフォーレ甲府,26,1,1,0,0,28,-12,25,7,4
15061,2013,Ｊ１,サガン鳥栖,26,1,3,3,0,30,-9,39,12,5
15062,2013,Ｊ１,清水エスパルス,26,0,0,-3,1,35,0,34,11,6
15068,2013,Ｊ１,アルビレックス新潟,26,0,0,-3,1,36,0,33,13,7
15069,2013,Ｊ１,柏レイソル,26,1,1,0,0,36,3,41,11,8
15064,2013,Ｊ１,名古屋グランパス,26,0,0,-3,0,36,3,37,14,9
15067,2013,Ｊ１,ベガルタ仙台,26,2,3,3,0,36,6,32,11,10
15064,2013,Ｊ１,ＦＣ東京,26,2,3,3,0,38,6,44,12,11
15067,2013,Ｊ１,大宮アルディージャ,26,0,0,-3,0,39,6,37,13,12
15061,2013,Ｊ１,川崎フロンターレ,26,0,0,-3,0,39,9,50,14,13
15069,2013,Ｊ１,セレッソ大阪,26,1,1,0,0,40,15,37,9,14
15063,2013,Ｊ１,鹿島アントラーズ,26,3,3,3,0,41,12,40,18,15
15068,2013,Ｊ１,サンフレッチェ広島,26,2,3,3,1,44,18,39,11,16
15066,2013,Ｊ１,浦和レッズ,26,1,1,0,0,46,21,48,13,17
15062,2013,Ｊ１,横浜Ｆ・マリノス,26,1,3,3,1,48,27,44,12,18
15070,2013,Ｊ１,大分トリニータ,27,1,0,-3,1,10,-51,27,9,1
15074,2013,Ｊ１,ジュビロ磐田,27,0,0,-3,1,19,-30,35,8,2
15077,2013,Ｊ１,湘南ベルマーレ,27,2,1,0,0,23,-27,26,12,3
15072,2013,Ｊ１,ヴァンフォーレ甲府,27,1,0,-3,1,29,-12,26,7,4
15078,2013,Ｊ１,サガン鳥栖,27,0,0,-3,0,33,-6,40,12,5
15072,2013,Ｊ１,清水エスパルス,27,2,3,3,1,35,-3,34,12,6
15076,2013,Ｊ１,アルビレックス新潟,27,1,1,0,0,36,-3,33,14,7
15073,2013,Ｊ１,名古屋グランパス,27,1,0,-3,0,36,0,37,14,8
15076,2013,Ｊ１,柏レイソル,27,1,1,0,0,37,3,42,11,9
15071,2013,Ｊ１,大宮アルディージャ,27,2,0,-3,0,39,3,37,13,10
15073,2013,Ｊ１,川崎フロンターレ,27,2,3,3,0,39,6,50,14,11
15075,2013,Ｊ１,ベガルタ仙台,27,0,1,0,0,39,9,34,11,12
15071,2013,Ｊ１,ＦＣ東京,27,5,3,3,0,41,9,46,12,13
15074,2013,Ｊ１,セレッソ大阪,27,2,3,3,1,41,15,38,9,14
15070,2013,Ｊ１,鹿島アントラーズ,27,3,3,3,1,44,15,43,18,15
15078,2013,Ｊ１,サンフレッチェ広島,27,2,3,3,0,47,21,41,12,16
15077,2013,Ｊ１,浦和レッズ,27,2,1,0,0,47,21,49,13,17
15075,2013,Ｊ１,横浜Ｆ・マリノス,27,0,1,0,0,51,30,45,13,18
15083,2013,Ｊ１,大分トリニータ,28,0,0,-3,0,10,-54,28,10,1
15085,2013,Ｊ１,ジュビロ磐田,28,1,1,0,0,19,-33,35,9,2
15080,2013,Ｊ１,湘南ベルマーレ,28,1,1,0,0,24,-27,28,12,3
15081,2013,Ｊ１,ヴァンフォーレ甲府,28,0,1,0,0,29,-15,27,8,4
15082,2013,Ｊ１,サガン鳥栖,28,1,0,-3,1,33,-9,40,12,5
15080,2013,Ｊ１,名古屋グランパス,28,1,1,0,0,36,-3,38,14,6
15082,2013,Ｊ１,アルビレックス新潟,28,3,3,3,1,37,-3,34,14,7
15086,2013,Ｊ１,清水エスパルス,28,1,0,-3,1,38,0,36,13,8
15087,2013,Ｊ１,柏レイソル,28,1,0,-3,1,38,3,43,11,9
15084,2013,Ｊ１,大宮アルディージャ,28,0,0,-3,1,39,0,39,13,10
15085,2013,Ｊ１,ベガルタ仙台,28,1,1,0,0,40,9,34,11,11
15087,2013,Ｊ１,川崎フロンターレ,28,3,3,3,1,42,9,52,14,12
15079,2013,Ｊ１,ＦＣ東京,28,1,0,-3,0,44,12,51,12,13
15083,2013,Ｊ１,セレッソ大阪,28,2,3,3,0,44,18,40,10,14
15079,2013,Ｊ１,鹿島アントラーズ,28,4,3,3,0,47,18,46,19,15
15084,2013,Ｊ１,浦和レッズ,28,4,3,3,1,48,21,51,13,16
15086,2013,Ｊ１,サンフレッチェ広島,28,3,3,3,1,50,24,43,12,17
15081,2013,Ｊ１,横浜Ｆ・マリノス,28,0,1,0,0,52,30,45,13,18
15090,2013,Ｊ１,大分トリニータ,29,1,3,3,0,10,-57,28,10,1
15093,2013,Ｊ１,ジュビロ磐田,29,1,0,-3,1,20,-33,36,9,2
15096,2013,Ｊ１,湘南ベルマーレ,29,1,0,-3,1,25,-27,29,12,3
15091,2013,Ｊ１,ヴァンフォーレ甲府,29,0,0,-3,1,30,-15,27,8,4
15095,2013,Ｊ１,サガン鳥栖,29,4,0,-3,1,33,-12,41,13,5
15088,2013,Ｊ１,名古屋グランパス,29,1,0,-3,1,37,-3,39,14,6
15095,2013,Ｊ１,清水エスパルス,29,6,3,3,1,38,-3,37,14,7
15091,2013,Ｊ１,柏レイソル,29,2,3,3,1,38,0,44,12,8
15090,2013,Ｊ１,大宮アルディージャ,29,0,0,-3,0,39,-3,39,14,9
15092,2013,Ｊ１,アルビレックス新潟,29,0,0,-3,1,40,0,37,15,10
15088,2013,Ｊ１,ベガルタ仙台,29,2,3,3,1,41,9,35,11,11
15092,2013,Ｊ１,ＦＣ東京,29,2,3,3,1,44,9,52,12,12
15093,2013,Ｊ１,川崎フロンターレ,29,2,3,3,1,45,12,55,15,13
15096,2013,Ｊ１,セレッソ大阪,29,2,3,3,1,47,21,42,10,14
15089,2013,Ｊ１,鹿島アントラーズ,29,1,0,-3,0,50,21,50,19,15
15089,2013,Ｊ１,浦和レッズ,29,2,3,3,0,51,24,55,14,16
15094,2013,Ｊ１,サンフレッチェ広島,29,0,0,-3,1,53,27,46,13,17
15094,2013,Ｊ１,横浜Ｆ・マリノス,29,1,3,3,1,53,30,45,13,18
15104,2013,Ｊ１,大分トリニータ,30,0,0,-3,0,13,-54,29,10,1
15102,2013,Ｊ１,ジュビロ磐田,30,0,0,-3,0,20,-36,37,10,2
15099,2013,Ｊ１,湘南ベルマーレ,30,2,0,-3,1,25,-30,30,13,3
15098,2013,Ｊ１,ヴァンフォーレ甲府,30,1,1,0,0,30,-18,27,9,4
15105,2013,Ｊ１,サガン鳥栖,30,2,3,3,1,33,-15,45,14,5
15103,2013,Ｊ１,名古屋グランパス,30,2,3,3,1,37,-6,40,15,6
15103,2013,Ｊ１,大宮アルディージャ,30,1,0,-3,1,39,-6,39,14,7
15099,2013,Ｊ１,アルビレックス新潟,30,3,3,3,1,40,-3,37,16,8
15102,2013,Ｊ１,清水エスパルス,30,1,3,3,0,41,0,43,15,9
15101,2013,Ｊ１,柏レイソル,30,1,0,-3,1,41,3,46,13,10
15097,2013,Ｊ１,ベガルタ仙台,30,0,0,-3,1,44,12,37,12,11
15098,2013,Ｊ１,ＦＣ東京,30,1,1,0,0,47,12,54,13,12
15100,2013,Ｊ１,川崎フロンターレ,30,1,0,-3,1,48,15,57,16,13
15100,2013,Ｊ１,鹿島アントラーズ,30,4,3,3,1,50,18,51,19,14
15105,2013,Ｊ１,セレッソ大阪,30,0,0,-3,1,50,24,44,11,15
15097,2013,Ｊ１,サンフレッチェ広島,30,1,3,3,1,53,24,46,14,16
15101,2013,Ｊ１,浦和レッズ,30,2,3,3,1,54,27,57,14,17
15104,2013,Ｊ１,横浜Ｆ・マリノス,30,1,3,3,0,56,33,46,14,18
15112,2013,Ｊ１,大分トリニータ,31,1,0,-3,0,13,-57,29,10,1
15111,2013,Ｊ１,ジュビロ磐田,31,0,0,-3,1,20,-39,37,10,2
15110,2013,Ｊ１,湘南ベルマーレ,31,1,0,-3,0,25,-33,32,14,3
15106,2013,Ｊ１,ヴァンフォーレ甲府,31,2,3,3,0,31,-18,28,9,4
